,id,Brand,Model_Number,Price,Photo,Engine_Type,Body_Type,Fuel_Type,Gearbox_Type,Power_hp,Displacement_l,Torque_lbft,Cylinders,Drivetrain,MPG_City,MPG_Highway
1768,1768,Lincoln,Aviator Livery RWD 2022,50550.0,https://www.ccarprice.com/products/Lincoln_Aviator_Livery_2022_1.jpg,3.0-liter Twin-Turbo V6 Gas,SUV,Petrol,Automatic,400.0,3.0,415.0,6.0,rear,18.0,26.0
1769,1769,Lincoln,Navigator L Standard 4x4 2021,82050.0,https://www.ccarprice.com/products/Lincoln-Navigator-L-Standard-4x4-2021.jpg,3.5-liter Twin-Turbo V6 Gas,SUV,Petrol,Automatic,450.0,3.5,510.0,6.0,all,16.0,21.0
1770,1770,Lincoln,Navigator L Standard 4x2 2021,79380.0,https://www.ccarprice.com/products/Lincoln-Navigator-L-Standard-2021.jpg,3.5-liter Twin-Turbo V6 Gas,SUV,Petrol,Automatic,450.0,3.5,510.0,6.0,rear,16.0,21.0
1771,1771,Lincoln,Navigator L Black Label 4x4 2021,101320.0,https://www.ccarprice.com/products/Lincoln_Navigator_L_Black_Label_2021.jpg,3.5-liter Twin-Turbo V6 Gas,SUV,Petrol,Automatic,450.0,3.5,510.0,6.0,all,16.0,21.0
1772,1772,Lincoln,Navigator Black Label 4x4 2021,98120.0,https://www.ccarprice.com/products/Lincoln_Navigator_Black_Label_4x4_2021.jpg,3.5-liter Twin-Turbo V6 Gas,SUV,Petrol,Automatic,450.0,3.5,510.0,6.0,all,16.0,21.0
1773,1773,Lincoln,Navigator L Reserve 4x4 2021,87860.0,https://www.ccarprice.com/products/Lincoln_Navigator_Reserve_L_4x4_2021.jpg,3.5-liter Twin-Turbo V6 Gas,SUV,Petrol,Automatic,450.0,3.5,510.0,6.0,all,16.0,21.0
1774,1774,Lincoln,Navigator L Reserve 4x2 2021,85190.0,https://www.ccarprice.com/products/Lincoln_Navigator_Reserve_L_4x2_2021.jpg,3.5-liter Twin-Turbo V6 Gas,SUV,Petrol,Automatic,450.0,3.5,510.0,6.0,rear,16.0,21.0
1775,1775,Lincoln,Navigator Reserve 4x4 2021,84640.0,https://www.ccarprice.com/products/Lincoln_Navigator_Reserve_4x4_2021.jpg,3.5-liter Twin-Turbo V6 Gas,SUV,Petrol,Automatic,450.0,3.5,510.0,6.0,all,16.0,21.0
1776,1776,Lincoln,Navigator Reserve 4x2 2021,81960.0,https://www.ccarprice.com/products/Lincoln_Navigator_Reserve_4x2_2021.jpg,3.5-liter Twin-Turbo V6 Gas,SUV,Petrol,Automatic,450.0,3.5,510.0,6.0,rear,16.0,23.0
1777,1777,Lincoln,Navigator Standard 4x4 2021,78850.0,https://www.ccarprice.com/products/Lincoln-Navigator-Standard-4x4-2021.jpg,3.5-liter Twin-Turbo V6 Gas,SUV,Petrol,Automatic,450.0,3.5,510.0,6.0,all,16.0,23.0
1778,1778,Lincoln,Navigator Standard 4x2 2021,76180.0,https://www.ccarprice.com/products/Lincoln-Navigator-Standard-4x2-2021.jpg,3.5-liter Twin-Turbo V6 Gas,SUV,Petrol,Automatic,450.0,3.5,510.0,6.0,rear,16.0,23.0
1779,1779,Lincoln,Nautilus Reserve FWD 2021,49420.0,https://www.ccarprice.com/products/Lincoln-Nautilus-Reserve-FWD-2021.jpg,2.0-liter Turbo Inline-4 Gas,SUV,Petrol,Automatic,250.0,2.0,280.0,4.0,front,21.0,26.0
1780,1780,Lincoln,Nautilus Black Label 2021,65090.0,https://www.ccarprice.com/products/Lincoln-Nautilus-Black-Label-2021.jpg,2.7-liter Twin-Turbo V6 Gas,SUV,Petrol,Automatic,335.0,2.7,380.0,6.0,all,19.0,26.0
1781,1781,Alfa Romeo,Stelvio Ti AWD 2022,86850.0,https://www.ccarprice.com/products/Alfa_Romeo_Stelvio_Ti_AWD_2022.jpg,2.0 L,SUV,Petrol,Automatic,280.0,2.0,306.0,4.0,all,22.0,28.0
1782,1782,Alfa Romeo,Giulia Ti 2022,54100.0,https://www.ccarprice.com/products/Alfa_Romeo_Giulia_Estrema_2022.jpg,2.0L Turbo Inline-4 Gas,Sedan,Petrol,Automatic,280.0,2.0,306.0,4.0,rear,24.0,33.0
1783,1783,Alfa Romeo,Stelvio Estrema 2023,51150.0,https://www.ccarprice.com/products/AlfaRomeo_Stelvio_Estrema_2023.jpg,2.0-liter Turbo Inline-4 Gas,SUV,Petrol,Automatic,280.0,2.0,306.0,4.0,all,22.0,28.0
1784,1784,Alfa Romeo,Stelvio Sprint AWD 2023,46200.0,https://www.ccarprice.com/products/AlfaRomeo_Stelvio_Sprint_AWD_2023.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,280.0,2.0,306.0,4.0,all,22.0,28.0
1785,1785,Alfa Romeo,Giulia AWD 2023,45950.0,https://www.ccarprice.com/products/AlfaRomeo_Giulia_AWD_2023.jpg,2.0L Turbo Inline-4 Gas,Sedan,Petrol,Automatic,280.0,2.0,306.0,4.0,all,23.0,31.0
1786,1786,Alfa Romeo,Giulia Veloce AWD 2023,47990.0,https://www.ccarprice.com/products/AlfaRomeo_Giulia_Veloce_AWD_2023.jpg,2.0L Turbo Inline-4 Gas,Sedan,Petrol,Automatic,280.0,2.0,306.0,4.0,all,23.0,31.0
1787,1787,Alfa Romeo,Giulia Estrema AWD 2023,47990.0,https://www.ccarprice.com/products/Alfa_Romeo_Giulia_Estrema_AWD_2023.jpg,2.0L Turbo Inline-4 Gas,Sedan,Petrol,Automatic,280.0,2.0,306.0,4.0,all,23.0,31.0
1788,1788,Alfa Romeo,Giulia Ti 2023,45990.0,https://www.ccarprice.com/products/Alfa_Romeo_Giulia_Estrema_2023.jpg,2.0L Turbo Inline-4 Gas,Sedan,Petrol,Automatic,280.0,2.0,306.0,4.0,rear,24.0,33.0
1789,1789,Alfa Romeo,Giulia Ti AWD 2023,47990.0,https://www.ccarprice.com/products/AlfaRomeo_Giulia_Ti_AWD_2023.jpg,2.0L Turbo Inline-4 Gas,Sedan,Petrol,Automatic,280.0,2.0,306.0,4.0,all,23.0,31.0
1790,1790,Alfa Romeo,Giulia Veloce 2023,45990.0,https://www.ccarprice.com/products/AlfaRomeo_Giulia_Veloce_2023.jpg,2.0L Turbo Inline-4 Gas,Sedan,Petrol,Automatic,280.0,2.0,306.0,4.0,rear,24.0,33.0
1791,1791,Alfa Romeo,Stelvio AWD 2023,48200.0,https://www.ccarprice.com/products/AlfaRomeo_Stelvio_AWD_2023.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,280.0,2.0,306.0,4.0,all,22.0,28.0
1792,1792,Alfa Romeo,Giulia Ti Sport AWD 2022,44700.0,https://www.ccarprice.com/products/Alfa_Romeo_Giulia_Ti_Sport_AWD_2022.jpg,2.0-liter Turbo Inline-4 Gas,SUV,Petrol,Automatic,280.0,2.0,306.0,4.0,all,23.0,31.0
1793,1793,Alfa Romeo,Giulia Veloci Ti 2022,45090.0,https://www.ccarprice.com/products/Alfa_Romeo_Giulia_Veloce_Ti_2022.jpg,2.0L Turbo Inline-4 Gas,Sedan,Petrol,Automatic,280.0,2.0,306.0,4.0,rear,24.0,33.0
1794,1794,Alfa Romeo,Stelvio 2023,46200.0,https://www.ccarprice.com/products/AlfaRomeo_Stelvio_2023.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,280.0,2.0,306.0,4.0,rear,22.0,28.0
1795,1795,Alfa Romeo,Stelvio AWD 2022,47150.0,https://www.ccarprice.com/products/AlfaRomeo_Stelvio_AWD_2022.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,280.0,2.0,306.0,4.0,all,22.0,28.0
1796,1796,Alfa Romeo,Stelvio 2022,45150.0,https://www.ccarprice.com/products/AlfaRomeo_Stelvio_2022.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,280.0,2.0,306.0,4.0,rear,22.0,29.0
1797,1797,Alfa Romeo,Stelvio Quadrifoglio 2023,85300.0,https://www.ccarprice.com/products/Alfa_Romeo_Stelvio_Quadrifoglio_2023.jpg,2.9-liter Twin-Turbo V6 Gas,SUV,Petrol,Automatic,505.0,2.9,443.0,6.0,all,17.0,23.0
1798,1798,Alfa Romeo,Stelvio Ti 2023,51150.0,https://www.ccarprice.com/products/Alfa_Romeo_Stelvio_Ti_2023.jpg,2.0-liter Turbo Inline-4 Gas,SUV,Petrol,Automatic,280.0,2.0,306.0,4.0,all,22.0,28.0
1799,1799,Alfa Romeo,Stelvio Veloce Ti 2023,51150.0,https://www.ccarprice.com/products/AlfaRomeo_Stelvio_Veloce_Ti_2023.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,280.0,2.0,306.0,4.0,all,22.0,28.0
1800,1800,Alfa Romeo,Giulia Ti 2023,45990.0,https://www.ccarprice.com/products/AlfaRomeo_Giulia_Ti_2023_1.jpg,2.0L Turbo Inline-4 Gas,Sedan,Petrol,Automatic,280.0,2.0,306.0,4.0,rear,24.0,33.0
1801,1801,Alfa Romeo,Giulia Sprint AWD 2022,44950.0,https://www.ccarprice.com/products/AlfaRomeo_Giulia_Sprint_AWD_2022.jpg,2.0L Turbo Inline-4 Gas,Sedan,Petrol,Automatic,280.0,2.0,306.0,4.0,all,23.0,31.0
1802,1802,Alfa Romeo,Giulia Sprint 2022,43350.0,https://www.ccarprice.com/products/AlfaRomeo_Giulia_Sprint_2022.jpg,2.0L Turbo Inline-4 Gas,Sedan,Petrol,Automatic,280.0,2.0,306.0,4.0,rear,24.0,33.0
1803,1803,Alfa Romeo,Giulia Ti AWD 2022,47090.0,https://www.ccarprice.com/products/AlfaRomeo_Giulia_Ti_AWD_2022.jpg,2.0L Turbo Inline-4 Gas,Sedan,Petrol,Automatic,280.0,2.0,306.0,4.0,all,23.0,31.0
1804,1804,Alfa Romeo,Giulia Veloce AWD 2022,47090.0,https://www.ccarprice.com/products/AlfaRomeo_Giulia_Veloce_AWD_2022.jpg,2.0L Turbo Inline-4 Gas,Sedan,Petrol,Automatic,280.0,2.0,306.0,4.0,all,23.0,31.0
1805,1805,Alfa Romeo,Giulia Veloce 2022,45090.0,https://www.ccarprice.com/products/AlfaRomeo_Giulia_Veloce_2022.jpg,2.0L Turbo Inline-4 Gas,Sedan,Petrol,Automatic,280.0,2.0,306.0,4.0,rear,24.0,33.0
1806,1806,Alfa Romeo,Stelvio Veloce Ti 2022,50200.0,https://www.ccarprice.com/products/AlfaRomeo_Stelvio_Veloce_Ti_2022.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,280.0,2.0,306.0,4.0,all,22.0,28.0
1807,1807,Alfa Romeo,Giulia Veloci Ti 2022,45090.0,https://www.ccarprice.com/products/AlfaRomeo_Giulia_Veloci_Ti_2022.jpg,2.0L Turbo Inline-4 Gas,Sedan,Petrol,Automatic,280.0,2.0,306.0,4.0,rear,24.0,33.0
1808,1808,Alfa Romeo,Giulia GTA 2022,160000.0,https://www.ccarprice.com/products/Alfa-Romeo-Giulia-GTA-Sedan_2022.jpg,2.9L Twin-Turbo V6 Gas,Sedan,Petrol,Automatic,540.0,2.9,655.0,6.0,rear,21.0,23.0
1809,1809,Alfa Romeo,Giulia GTA 2022,160000.0,https://www.ccarprice.com/products/Alfa-Romeo-Giulia-GTA-2022.jpg,2.9L Twin-Turbo V6 Gas,Sedan,Petrol,Automatic,540.0,2.9,655.0,6.0,rear,21.0,23.0
1810,1810,Alfa Romeo,Stelvio Quadrifoglio 2022,84650.0,https://www.ccarprice.com/products/AlfaRomeo_Stelvio_Quadrifoglio_2022.jpg,2.9-liter Twin-Turbo V6 Gas,SUV,Petrol,Automatic,505.0,2.9,443.0,6.0,all,17.0,23.0
1811,1811,Alfa Romeo,Stelvio Ti Sport 2022,50200.0,https://www.ccarprice.com/products/AlfaRomeo_Stelvio_Ti_Sport_2022.jpg,2.0-liter Turbo Inline-4 Gas,SUV,Petrol,Automatic,280.0,2.0,306.0,4.0,all,22.0,28.0
1812,1812,Alfa Romeo,Giulia Quadrifoglio 2022,78830.0,https://www.ccarprice.com/products/AlfaRomeo_Giulia_Quadrifoglio_2022_1.jpg,2.9-liter Twin-Turbo V6 Gas,Sedan,Petrol,Automatic,505.0,2.9,443.0,6.0,rear,17.0,25.0
1813,1813,Alfa Romeo,Stelvio Ti 2022,50200.0,https://www.ccarprice.com/products/AlfaRomeo_Stelvio_Ti_2022.jpg,2.0-liter Turbo Inline-4 Gas,SUV,Petrol,Automatic,280.0,2.0,306.0,4.0,all,22.0,28.0
1814,1814,Alfa Romeo,Giulia Ti Sport 2022,45900.0,https://www.ccarprice.com/products/AlfaRomeo_Giulia_Ti_Sport_2022.jpg,2.0L Turbo Inline-4 Gas,Sedan,Petrol,Automatic,280.0,2.0,306.0,4.0,rear,24.0,33.0
1815,1815,Alfa Romeo,Giulia Ti 2022,45090.0,https://www.ccarprice.com/products/AlfaRomeo_Giulia_Ti_2022.jpg,2.0L Turbo Inline-4 Gas,Sedan,Petrol,Automatic,280.0,2.0,306.0,4.0,rear,24.0,33.0
1816,1816,Alfa Romeo,Giulia RWD 2022,39750.0,https://www.ccarprice.com/products/AlfaRomeo_Giulia_RWD_2022.jpg,2.0L Turbo Inline-4 Gas,Sedan,Petrol,Automatic,280.0,2.0,306.0,4.0,rear,24.0,33.0
1817,1817,Alfa Romeo,Stelvio Quadrifoglio 2021,80750.0,https://www.ccarprice.com/products/Alfa_Romeo_Stelvio_Quadrifoglio_2021.jpg,2.9-liter Twin-Turbo V6 Gas,SUV,Petrol,Automatic,505.0,2.9,443.0,6.0,all,17.0,23.0
1818,1818,Alfa Romeo,Giulia Quadrifoglio 2021,74750.0,https://www.ccarprice.com/products/Alfa_Romeo_Giulia_Quadrifoglio_2021.jpg,2.9-liter Twin-Turbo V6 Gas,Sedan,Petrol,Automatic,505.0,2.9,443.0,6.0,rear,17.0,25.0
1819,1819,Alfa Romeo,Stelvio Ti Sport 2021,47200.0,https://www.ccarprice.com/products/Alfa-Romeo-Stelvio-Ti-Sport-2021.jpg,2.0-liter Turbo Inline-4 Gas,SUV,Petrol,Automatic,280.0,2.0,306.0,4.0,all,22.0,28.0
1820,1820,Alfa Romeo,Stelvio Ti AWD 2021,47100.0,https://www.ccarprice.com/products/Alfa-Romeo-Stelvio-Ti-AWD-2021.jpg,2.0-liter Turbo Inline-4 Gas,SUV,Petrol,Automatic,280.0,2.0,306.0,4.0,all,22.0,28.0
1821,1821,Alfa Romeo,Giulia Ti Sport AWD 2021,44700.0,https://www.ccarprice.com/products/Alfa_Romeo_Giulia_Ti_Sport_AWD_2021.jpg,2.0-liter Turbo Inline-4 Gas,Sedan,Petrol,Automatic,280.0,2.0,306.0,4.0,all,23.0,31.0
1822,1822,Alfa Romeo,Giulia Ti AWD 2021,44700.0,https://www.ccarprice.com/products/Alfa-Romeo-Giulia-Ti-2021_1.jpg,2.0-liter Turbo Inline-4 Gas,Sedan,Petrol,Automatic,280.0,2.0,306.0,4.0,all,23.0,31.0
1823,1823,Alfa Romeo,Giulia Ti 2021,42700.0,https://www.ccarprice.com/products/Alfa-Romeo-Giulia-Ti-2021.jpg,2.0-liter Turbo Inline-4 Gas,Sedan,Petrol,Automatic,280.0,2.0,306.0,4.0,rear,24.0,33.0
1826,1826,Alfa Romeo,Giulia GTA 2021,155000.0,https://www.ccarprice.com/products/Alfa-Romeo-Giulia-GTA-2021_1.jpg,2.9L Twin-Turbo V6 Gas,Sedan,Petrol,Automatic,540.0,2.9,655.0,6.0,rear,21.0,23.0
1842,1842,Volvo,XC60 B5 Plus Dark Theme 2023,47700.0,https://www.ccarprice.com/products/Volvo_XC60_B5_Plus_Dark_Theme_2023.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,247.0,2.0,258.0,4.0,front,23.0,30.0
1844,1844,Volvo,XC90 B5 Core 2024,56000.0,https://www.ccarprice.com/products/Volvo_XC90_B5_Core_2024.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,248.0,2.0,258.0,4.0,all,22.0,28.0
1846,1846,Volvo,XC60 B5 Core AWD 2023,45750.0,https://www.ccarprice.com/products/Volvo_XC60_B5_Core_AWD_2023.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,247.0,2.0,258.0,4.0,all,23.0,29.0
1847,1847,Volvo,XC40 B5 Ultimate Bright Theme 2022,40000.0,https://www.ccarprice.com/products/Volvo_XC40_B5_Ultimate_Bright_Theme_2022.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,247.0,2.0,258.0,4.0,all,23.0,30.0
1848,1848,Volvo,XC60 B5 Ultimate Bright Theme 2022,49000.0,https://www.ccarprice.com/products/Volvo_XC60_B5_Ultimate_Bright_Theme_2022.jpg,2.0L Turbo Inline-4 Gas,SUV,Unknown,Automatic,247.0,2.0,258.0,4.0,all,23.0,30.0
1870,1870,Volvo,XC60 B5 Ultimate Dark Theme 2023,53500.0,https://www.ccarprice.com/products/Volvo_XC60_B5_Ultimate_Dark_Theme_2023.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,247.0,2.0,258.0,4.0,front,23.0,30.0
1872,1872,Volvo,XC40 B5 Core 2023,38350.0,https://www.ccarprice.com/products/Volvo_XC40_B5_Core_2023.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,247.0,2.0,258.0,4.0,all,23.0,30.0
1877,1877,Volvo,XC60 B5 Plus Bright Theme 2023,47700.0,https://www.ccarprice.com/products/Volvo_XC60_B5_Plus_Bright_Theme_2023.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,247.0,2.0,258.0,4.0,front,23.0,30.0
1880,1880,Volvo,S60 B5 Ultimate Black Edition 2023,48000.0,https://www.ccarprice.com/products/Volvo_S60_B5_Ultimate_Black_Edition_2023.jpg,2.0L Turbo Inline-4 Gas,Sedan,Petrol,Automatic,247.0,2.0,258.0,4.0,front,26.0,35.0
1882,1882,Volvo,XC60 B5 AWD Core 2023,45750.0,https://www.ccarprice.com/products/Volvo_XC60_B5_AWD_Core_2023.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,247.0,2.0,258.0,4.0,all,23.0,29.0
1883,1883,Volvo,XC60 B5 Core 2023,43450.0,https://www.ccarprice.com/products/Volvo_XC60_B5_Core_2023.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,247.0,2.0,258.0,4.0,front,23.0,30.0
1884,1884,Volvo,S90 B6 Ultimate 2023,62550.0,https://www.ccarprice.com/products/Volvo_S90_B6_Ultimate_2023.jpg,2.0L Turbo Inline-4 Gas,Sedan,Petrol,Automatic,295.0,2.0,310.0,4.0,all,23.0,31.0
1886,1886,Volvo,S60 B5 Ultimate Bright Theme 2023,46750.0,https://www.ccarprice.com/products/Volvo_S60_B5_Ultimate_Bright_Theme_2023.jpg,2.0L Turbo Inline-4 Gas,Sedan,Petrol,Automatic,248.0,2.0,258.0,4.0,front,26.0,35.0
1887,1887,Volvo,S60 B5 Ultimate Dark Theme 2023,46750.0,https://www.ccarprice.com/products/Volvo_S60_B5_Ultimate_Dark_Theme_2023.jpg,2.0L Turbo Inline-4 Gas,Sedan,Petrol,Automatic,248.0,2.0,258.0,4.0,front,26.0,35.0
1888,1888,Volvo,S60 B5 Plus Black Edition 2023,45650.0,https://www.ccarprice.com/products/Volvo_S60_B5_Plus_Black_Edition_2023.jpg,2.0L Turbo Inline-4 Gas,Sedan,Petrol,Automatic,248.0,2.0,258.0,4.0,front,26.0,35.0
1889,1889,Volvo,XC40 B4 Core 2023,36350.0,https://www.ccarprice.com/products/Volvo_XC40_B4_Core_2023.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,194.0,2.0,221.0,4.0,front,22.0,30.0
1890,1890,Volvo,S60 B5 Plus Dark Theme 2023,44000.0,https://www.ccarprice.com/products/Volvo_S60_B5_Plus_Dark_Theme_2023.jpg,2.0L Turbo Inline-4 Gas,Sedan,Petrol,Automatic,248.0,2.0,258.0,4.0,front,26.0,35.0
1891,1891,Volvo,S60 B5 Core Black Edition 2023,42950.0,https://www.ccarprice.com/products/Volvo_S60_B5_Core_Black_Edition_2023.jpg,2.0L Turbo Inline-4 Gas,Sedan,Petrol,Automatic,248.0,2.0,258.0,4.0,front,26.0,35.0
1896,1896,Volvo,XC90 B6 Ultimate 2023,69200.0,https://www.ccarprice.com/products/Volvo_XC90_B6_Ultimate_2023.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,295.0,2.0,310.0,4.0,all,19.0,27.0
1898,1898,Volvo,XC90 B6 Plus 2023,63400.0,https://www.ccarprice.com/products/Volvo_XC90_B6_Plus_2023.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,295.0,2.0,310.0,4.0,all,19.0,27.0
1899,1899,Volvo,XC90 B6 Core 2023,60900.0,https://www.ccarprice.com/products/Volvo_XC90_B6_Core_2023.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,295.0,2.0,310.0,4.0,all,19.0,27.0
1902,1902,MINI,Cooper Convertible 2023,28400.0,https://www.ccarprice.com/products/Mini_Cooper_Convertible_2023.jpg,2.0L Turbo Inline-4 Gas,Convertible,Petrol,Manual,134.0,2.0,162.0,4.0,front,23.0,33.0
1903,1903,MINI,Hardtop John Cooper Works 2023,35900.0,https://www.ccarprice.com/products/Mini_Hardtop_John_Cooper_Works_2023.jpg,2.0L Turbo Inline-4 Gas,Hatchback,Petrol,Manual,228.0,2.0,235.0,4.0,front,22.0,31.0
1919,1919,MINI,Cooper Hardtop Cooper Classic 2 Door 2022,22900.0,https://www.ccarprice.com/products/Mini_Cooper_Hardtop_Cooper_Classic_2_Door_2022.jpg,1.5L Turbo Inline-3 Gas,SUV,Petrol,Manual,134.0,1.5,162.0,3.0,front,27.0,37.0
1920,1920,MINI,Cooper S Classic Countryman ALL4 2022,73650.0,https://www.ccarprice.com/products/Mini_Cooper_S_Classic_Countryman_ALL4_2022.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,189.0,2.0,206.0,4.0,all,23.0,31.0
1921,1921,MINI,Cooper Hardtop Cooper Classic 2 Door 2023,23400.0,https://www.ccarprice.com/products/Mini_Cooper_Hardtop_Cooper_Classic_2_Door_2023.jpg,1.5L Turbo Inline-3 Gas,SUV,Petrol,Manual,134.0,1.5,162.0,3.0,front,27.0,37.0
1922,1922,MINI,Cooper S Classic Countryman ALL4 2023,33900.0,https://www.ccarprice.com/products/Mini_Cooper_S_Classic_Countryman_ALL4_2023_1.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,189.0,2.0,206.0,4.0,all,23.0,31.0
1923,1923,MINI,Clubman Cooper S Classic ALL4 Clubman 2023,32900.0,https://www.ccarprice.com/products/Mini_Clubman_Coope__S_Classic_ALL4_Clubman_2023.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,189.0,2.0,206.0,4.0,all,23.0,32.0
1926,1926,MINI,John Cooper Works Classic Countryman ALL4 2023,41500.0,https://www.ccarprice.com/products/Mini_John_Cooper_Works_Classic_Countryman_ALL4_2023.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,301.0,2.0,331.0,4.0,all,24.0,30.0
1927,1927,MINI,Cooper Countryman 2023,32600.0,https://www.ccarprice.com/products/Mini_Cooper_Countryman_2023.jpg,1.5L Turbo Inline-3 Gas,SUV,Petrol,Automatic,134.0,1.5,162.0,3.0,front,26.0,33.0
1928,1928,MINI,Cooper S Classic Countryman 2023,31900.0,https://www.ccarprice.com/products/Mini_Cooper_S_Classic_Countryman_2023.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,189.0,2.0,206.0,4.0,front,24.0,33.0
1929,1929,MINI,Cooper Classic Countryman ALL4 2023,31600.0,https://www.ccarprice.com/products/Mini_Cooper_Classic_Countryman_ALL4_2023.jpg,1.5L Turbo Inline-3 Gas,SUV,Petrol,Automatic,134.0,1.5,162.0,3.0,all,23.0,30.0
1930,1930,MINI,Cooper S Classic Convertible 2023,31900.0,https://www.ccarprice.com/products/Mini_Cooper_S_Classic_Convertible_2023.jpg,2.0L Turbo Inline-4 Gas,Convertible,Petrol,Manual,189.0,2.0,206.0,4.0,front,23.0,33.0
1931,1931,MINI,Cooper Classic Convertible 2023,28400.0,https://www.ccarprice.com/products/Mini_Cooper_Classic_Convertible_2023_1.jpg,1.5L Turbo Inline-3 Gas,Convertible,Petrol,Manual,134.0,1.5,162.0,3.0,front,27.0,37.0
1932,1932,MINI,Cooper S Classic Clubman 2023,29900.0,https://www.ccarprice.com/products/Mini_Cooper_S_Classic_Clubman_2023.jpg,2.0L Turbo Inline-4 Gas,Wagon,Petrol,Manual,189.0,2.0,207.0,4.0,front,23.0,33.0
1933,1933,MINI,Countryman Cooper S 2023,31900.0,https://www.ccarprice.com/products/Mini_Countryman_Cooper_S_2023.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,189.0,2.0,207.0,4.0,front,24.0,33.0
1935,1935,MINI,John Cooper Works Hardtop 2023,35900.0,https://www.ccarprice.com/products/Mini_John_Cooper_Works_Hardtop_2023_1.jpg,2.0L Turbo Inline-4 Gas,Hatchback,Petrol,Manual,228.0,2.0,235.0,4.0,front,22.0,31.0
1936,1936,MINI,Cooper Oxford Edition Hardtop 2 Door 2022,22900.0,https://www.ccarprice.com/products/Mini_Cooper_Oxford_Edition_Hardtop_2_Door_2022_.jpg,1.5L Turbo Inline-3 Gas,Hatchback,Petrol,Manual,134.0,1.5,162.0,3.0,front,27.0,37.0
1937,1937,MINI,Cooper S Convertible 2023,31900.0,https://www.ccarprice.com/products/Mini_Cooper_S_Convertible_2023.gif,2.0L Turbo Inline-4 Gas,Convertible,Petrol,Manual,189.0,2.0,206.0,4.0,front,23.0,33.0
1938,1938,MINI,John Cooper Works Convertible 2022,38900.0,https://www.ccarprice.com/products/Mini_John_Cooper_Works_Convertible_2022.jpg,2.0L Turbo Inline-4 Gas,Convertible,Petrol,Automatic,228.0,2.0,235.0,4.0,front,25.0,33.0
1939,1939,MINI,John Cooper Works Convertible 2023,38900.0,https://www.ccarprice.com/products/Mini_John_Cooper_Works_Convertible_2023.jpg,2.0L Turbo Inline-4 Gas,Convertible,Petrol,Automatic,228.0,2.0,235.0,4.0,front,25.0,33.0
1940,1940,MINI,Cooper Oxford Edition 2022,23900.0,https://www.ccarprice.com/products/Mini_Cooper_Oxford_Edition_2022.jpg,1.5L Turbo Inline-3 Gas,Hatchback,Petrol,Manual,134.0,1.5,162.0,3.0,front,27.0,37.0
1941,1941,MINI,John Cooper Works Clubman ALL4 2023,39500.0,https://www.ccarprice.com/products/Mini_John_Cooper_Works_Clubman_ALL4_2023.jpg,2.0L Turbo Inline-4 Gas,Wagon,Petrol,Automatic,301.0,2.0,331.0,4.0,all,23.0,31.0
1942,1942,MINI,Cooper S Hardtop 2 Door 2022,26900.0,https://www.ccarprice.com/products/Mini_Cooper_S_Hardtop_2_Door_2022.jpg,2.0L Turbo Inline-4 Gas,Hatchback,Petrol,Manual,189.0,2.0,206.0,4.0,all,23.0,33.0
1943,1943,MINI,Cooper S Hardtop 4 Door 2022,27900.0,https://www.ccarprice.com/products/2022_Mini_Cooper_S_Hardtop_4-door.jpg,2.0L Turbo Inline-4 Gas,Hatchback,Petrol,Manual,189.0,2.0,206.0,4.0,all,23.0,33.0
1944,1944,MINI,Cooper SE Countryman ALL4 2022,44600.0,https://www.ccarprice.com/products/Mini_Countryman_Boardwalk_Edition_ALL4_2022.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,189.0,2.0,207.0,4.0,all,23.0,31.0
